Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,2.000E+00,
Vertical Position,-1.600E-01,
Horizontal Units,s,
Horizontal Scale,2.500E+00,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Waveform Last Dot Address,1600,
Sampling Period,1.000E-02,
Firmware,V1.07,
Time, ,
Mode,Fast,
Waveform Data,
69,
70,
70,
70,
70,
69,
70,
70,
69,
69,
70,
69,
69,
70,
69,
69,
69,
69,
69,
69,
69,
69,
69,
70,
69,
70,
70,
70,
69,
70,
70,
70,
70,
70,
70,
70,
70,
70,
70,
69,
70,
70,
70,
70,
69,
70,
69,
70,
70,
70,
70,
69,
70,
70,
70,
69,
70,
70,
70,
70,
70,
70,
69,
69,
69,
70,
70,
69,
69,
69,
69,
70,
69,
70,
70,
70,
69,
70,
70,
69,
69,
69,
70,
70,
70,
70,
69,
69,
69,
69,
69,
70,
70,
70,
69,
69,
69,
70,
69,
70,
70,
70,
70,
69,
69,
69,
69,
70,
70,
69,
69,
69,
70,
69,
69,
70,
70,
70,
69,
70,
69,
69,
69,
70,
69,
70,
70,
70,
70,
70,
70,
70,
70,
70,
69,
69,
69,
69,
70,
69,
70,
70,
70,
69,
70,
70,
70,
70,
70,
70,
70,
70,
70,
70,
70,
70,
70,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
69,
70,
69,
70,
69,
69,
70,
70,
69,
69,
69,
69,
70,
69,
69,
69,
69,
69,
70,
69,
69,
69,
69,
70,
70,
69,
69,
69,
70,
70,
70,
70,
69,
69,
70,
70,
70,
70,
69,
70,
70,
70,
70,
69,
69,
69,
70,
70,
70,
70,
70,
70,
70,
70,
70,
69,
69,
69,
70,
70,
69,
69,
69,
69,
70,
70,
69,
70,
70,
70,
70,
70,
69,
69,
69,
69,
69,
70,
70,
69,
69,
69,
70,
70,
70,
70,
70,
69,
69,
69,
70,
69,
69,
70,
70,
70,
70,
70,
70,
70,
70,
69,
70,
70,
70,
70,
70,
70,
70,
70,
70,
69,
70,
69,
69,
69,
70,
69,
70,
70,
70,
69,
69,
70,
69,
70,
70,
70,
69,
69,
69,
69,
70,
70,
70,
70,
70,
70,
70,
70,
69,
69,
69,
69,
70,
70,
70,
70,
69,
70,
69,
70,
70,
70,
70,
69,
69,
69,
70,
70,
70,
69,
69,
69,
69,
69,
70,
70,
70,
70,
69,
69,
69,
69,
70,
69,
69,
69,
69,
70,
70,
70,
69,
69,
70,
70,
69,
70,
69,
69,
69,
70,
70,
69,
69,
69,
69,
69,
69,
69,
68,
68,
68,
66,
65,
65,
64,
64,
63,
62,
62,
61,
61,
60,
58,
58,
58,
58,
57,
56,
56,
55,
55,
54,
53,
53,
52,
52,
52,
51,
50,
50,
50,
50,
49,
48,
48,
47,
47,
46,
46,
45,
45,
44,
44,
44,
43,
43,
42,
42,
42,
41,
41,
40,
40,
40,
38,
38,
38,
38,
38,
37,
37,
36,
36,
36,
36,
35,
35,
34,
34,
34,
33,
33,
33,
33,
32,
32,
32,
32,
31,
30,
30,
30,
30,
30,
30,
29,
28,
28,
28,
28,
28,
27,
27,
27,
26,
26,
26,
25,
25,
25,
25,
25,
24,
24,
24,
23,
24,
23,
23,
23,
22,
22,
22,
22,
22,
22,
21,
22,
21,
21,
21,
20,
20,
20,
20,
20,
20,
19,
19,
19,
18,
18,
18,
18,
18,
18,
18,
17,
17,
17,
17,
17,
17,
17,
16,
16,
16,
16,
16,
16,
16,
16,
16,
16,
14,
14,
15,
14,
14,
14,
14,
14,
14,
14,
14,
13,
13,
13,
13,
13,
13,
13,
13,
13,
13,
12,
13,
13,
12,
12,
12,
12,
12,
12,
11,
12,
11,
11,
11,
11,
11,
11,
11,
10,
10,
10,
10,
10,
10,
10,
10,
10,
9,
9,
10,
9,
9,
10,
10,
9,
8,
9,
9,
9,
9,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
8,
7,
7,
7,
6,
7,
6,
7,
7,
7,
7,
7,
6,
6,
6,
7,
6,
6,
6,
6,
6,
6,
6,
6,
6,
6,
6,
6,
5,
5,
6,
5,
6,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
4,
5,
4,
4,
4,
4,
5,
4,
5,
5,
4,
4,
5,
